,knowledge,bison_impacts,Q1_reintroduction,18_24,25_34,35_44,45_54,55_64,65_74,over_75,Q34_Placeofresidence,Q33_Educationlevel,Q29_gender,Q32_Occupation
69,0,31,2,0,1,0,0,0,0,0,1,5,1,7
70,0,38,2,0,0,0,0,1,0,0,4,3,2,27
71,1,30,1,1,0,0,0,0,0,0,1,5,3,14
72,2,35,1,1,0,0,0,0,0,0,1,5,2,2
73,2,28,3,1,0,0,0,0,0,0,5,6,1,9
74,2,29,1,1,0,0,0,0,0,0,1,5,2,14
75,1,33,1,1,0,0,0,0,0,0,2,6,1,2
76,1,32,2,1,0,0,0,0,0,0,1,5,1,7
77,3,31,1,1,0,0,0,0,0,0,3,6,1,24
78,2,33,2,1,0,0,0,0,0,0,4,5,1,24
79,2,38,2,1,0,0,0,0,0,0,1,5,2,14
80,1,34,2,1,0,0,0,0,0,0,1,5,1,7
81,0,35,2,1,0,0,0,0,0,0,1,5,1,9
82,0,31,2,1,0,0,0,0,0,0,1,6,1,24
83,1,33,2,1,0,0,0,0,0,0,1,5,1,24
84,1,30,1,1,0,0,0,0,0,0,1,5,2,2
85,2,28,5,0,1,0,0,0,0,0,1,6,1,8
86,1,28,2,1,0,0,0,0,0,0,2,4,2,14
87,2,32,1,1,0,0,0,0,0,0,5,6,2,17
88,0,32,1,1,0,0,0,0,0,0,3,5,1,24
89,1,33,1,0,0,0,1,0,0,0,2,5,1,27
90,1,32,2,0,0,1,0,0,0,0,2,6,1,7
91,0,34,2,1,0,0,0,0,0,0,1,6,1,24
92,0,28,2,1,0,0,0,0,0,0,1,6,2,24
93,1,34,2,1,0,0,0,0,0,0,1,6,1,14
94,2,35,2,0,0,0,0,1,0,0,3,4,2,27
95,2,37,4,0,0,0,0,0,1,0,4,4,1,27
96,0,34,2,0,1,0,0,0,0,0,1,5,1,13
97,1,30,1,1,0,0,0,0,0,0,1,5,2,14
98,0,34,3,1,0,0,0,0,0,0,1,5,2,24
99,0,33,2,1,0,0,0,0,0,0,1,5,2,19
100,2,28,2,0,0,0,0,0,1,0,3,6,2,27
101,0,30,1,1,0,0,0,0,0,0,3,5,1,16
102,1,25,2,1,0,0,0,0,0,0,2,6,1,8
103,1,34,1,1,0,0,0,0,0,0,1,4,2,14
104,1,31,1,0,0,0,1,0,0,0,2,6,2,13
105,0,32,3,1,0,0,0,0,0,0,1,4,2,6
106,2,27,1,1,0,0,0,0,0,0,1,5,2,14
107,1,31,2,0,1,0,0,0,0,0,1,5,1,18
108,2,32,1,1,0,0,0,0,0,0,1,5,2,24
109,1,29,4,1,0,0,0,0,0,0,1,5,2,18
110,0,26,1,1,0,0,0,0,0,0,1,5,2,14
111,0,32,1,0,0,0,0,1,0,0,4,6,2,13
112,1,32,2,1,0,0,0,0,0,0,1,5,1,12
113,0,35,2,0,0,0,0,0,1,0,1,5,2,27
114,0,32,2,1,0,0,0,0,0,0,1,4,1,7
115,0,25,2,1,0,0,0,0,0,0,1,5,1,24
116,2,31,1,0,0,1,0,0,0,0,1,5,3,23
117,2,35,1,1,0,0,0,0,0,0,2,5,2,24
118,2,27,1,0,0,1,0,0,0,0,3,5,2,27
119,1,31,1,0,0,1,0,0,0,0,3,5,2,7
120,2,29,1,1,0,0,0,0,0,0,2,4,2,24
121,1,29,1,0,0,0,0,0,1,0,3,4,2,27
122,1,36,2,0,0,0,0,1,0,0,3,4,1,27
123,0,31,2,0,0,0,0,0,1,0,2,6,2,4
124,1,33,1,0,0,1,0,0,0,0,3,5,1,27
125,2,29,1,0,1,0,0,0,0,0,3,6,3,8
126,2,31,1,0,0,0,0,1,0,0,2,5,2,27
127,1,33,1,0,0,1,0,0,0,0,1,6,2,7
128,2,24,2,0,1,0,0,0,0,0,3,5,2,27
129,1,28,1,0,0,0,1,0,0,0,3,6,2,8
130,2,29,1,0,0,0,0,1,0,0,2,5,2,13
131,1,39,2,1,0,0,0,0,0,0,1,5,2,1
132,0,36,1,0,0,1,0,0,0,0,3,4,1,4
133,1,29,2,0,0,0,0,1,0,0,2,5,1,27
134,2,29,1,0,0,0,0,0,1,0,1,5,1,27
135,2,35,4,0,1,0,0,0,0,0,5,6,1,3
136,1,26,1,0,0,0,0,1,0,0,3,6,2,8
137,1,33,1,0,0,0,0,0,0,1,2,4,2,27
138,2,32,3,0,0,0,0,0,0,1,2,4,2,27
139,1,31,1,0,0,0,0,1,0,0,2,4,2,6
140,1,34,1,0,0,0,0,0,1,0,4,4,1,16
141,1,35,1,0,0,0,0,0,1,0,3,4,1,27
142,2,36,1,0,0,0,0,0,1,0,2,2,2,27
143,1,23,1,0,0,0,0,0,1,0,5,6,2,7
144,2,34,1,0,0,0,0,0,1,0,3,5,2,9
145,3,34,1,0,0,1,0,0,0,0,3,5,1,27
146,2,33,2,0,0,0,1,0,0,0,2,5,5,27
147,2,34,4,0,0,0,0,0,1,0,2,6,1,7
148,0,28,2,1,0,0,0,0,0,0,1,5,1,24
149,1,31,3,0,0,0,0,1,0,0,3,4,1,27
150,1,35,1,0,0,1,0,0,0,0,3,5,2,4
151,0,37,2,0,0,0,0,0,1,0,2,4,1,27
152,1,26,1,0,0,1,0,0,0,0,3,5,2,8
153,2,34,1,0,0,0,0,0,1,0,2,6,2,27
154,2,29,3,0,0,1,0,0,0,0,4,4,1,8
155,1,31,1,0,0,0,0,0,1,0,2,6,2,27
156,2,33,1,0,0,0,0,1,0,0,3,6,2,7
157,0,37,2,0,0,0,0,1,0,0,1,3,1,27
158,2,31,1,0,1,0,0,0,0,0,3,4,2,27
159,2,32,1,0,0,1,0,0,0,0,2,4,2,8
160,2,32,5,0,0,0,0,0,1,0,3,3,1,27
161,2,38,2,0,0,0,0,1,0,0,3,6,2,17
162,1,32,2,0,0,0,0,1,0,0,3,5,1,5
163,2,30,1,0,0,0,1,0,0,0,2,5,2,7
164,2,39,4,0,0,0,1,0,0,0,3,5,1,9
165,2,36,2,0,0,0,1,0,0,0,2,5,1,7
166,0,38,5,0,0,0,1,0,0,0,2,4,1,25
167,1,35,1,0,0,0,1,0,0,0,3,6,1,27
168,0,36,3,1,0,0,0,0,0,0,3,5,1,2
169,1,31,2,0,0,1,0,0,0,0,2,6,1,9
170,2,36,5,0,0,1,0,0,0,0,5,6,1,8
171,2,33,1,0,1,0,0,0,0,0,3,6,1,16
172,1,38,4,0,0,1,0,0,0,0,3,5,1,13
173,1,30,2,1,0,0,0,0,0,0,3,3,2,8
174,2,34,1,1,0,0,0,0,0,0,1,5,2,8
175,1,31,2,0,0,0,0,1,0,0,4,4,2,25
176,2,37,2,0,0,0,0,0,1,0,3,4,1,5
177,1,37,3,1,0,0,0,0,0,0,1,5,1,15
178,1,32,1,0,0,0,1,0,0,0,3,4,2,8
179,2,27,1,0,0,0,0,1,0,0,5,3,1,27
180,1,29,1,0,0,0,0,1,0,0,3,6,2,7
181,2,26,1,0,0,1,0,0,0,0,2,5,2,27
182,2,34,1,0,0,1,0,0,0,0,2,4,2,8
183,2,26,1,1,0,0,0,0,0,0,5,5,1,17
184,2,34,1,1,0,0,0,0,0,0,3,5,2,24
185,2,32,1,0,0,0,1,0,0,0,3,5,1,27
186,1,27,1,0,0,1,0,0,0,0,5,5,1,7
187,2,24,1,0,0,1,0,0,0,0,1,5,2,19
188,1,38,3,0,0,0,1,0,0,0,3,6,1,26
189,2,36,1,0,0,0,0,1,0,0,1,6,2,7
190,1,27,1,0,0,1,0,0,0,0,3,5,1,26
191,1,29,1,1,0,0,0,0,0,0,3,6,1,9
192,1,36,1,0,0,0,0,0,1,0,3,5,2,6
193,1,35,2,0,0,1,0,0,0,0,2,5,1,14
194,1,30,1,0,0,0,1,0,0,0,1,5,2,26
195,1,35,1,0,0,0,0,0,1,0,5,5,2,2
196,2,32,2,0,0,0,1,0,0,0,4,4,2,8
197,2,31,1,0,0,1,1,0,0,0,3,6,2,27
198,0,35,1,0,0,0,1,0,0,0,3,6,2,16
199,1,36,3,0,0,0,0,1,0,0,1,6,2,15
200,1,34,1,0,0,1,0,0,0,0,2,6,2,1
201,1,29,1,0,0,0,0,1,0,0,5,5,2,6
202,2,34,1,0,0,1,0,0,0,0,3,6,2,18
203,1,42,2,0,0,1,0,0,0,0,2,5,5,6
204,2,24,1,0,0,0,0,1,0,0,2,5,2,3
205,0,33,2,1,0,0,0,0,0,0,1,5,2,12
206,1,32,1,0,0,1,0,0,0,0,2,5,1,4
207,2,38,2,0,0,0,0,1,0,0,3,3,2,27
208,1,27,2,0,0,1,0,0,0,0,2,5,2,6
209,2,25,1,0,0,0,0,0,0,1,2,4,2,27
210,2,32,3,0,0,0,0,1,0,0,2,5,2,8
211,1,22,1,0,1,0,0,0,0,0,5,5,5,9
212,2,36,2,0,0,0,0,1,0,0,3,4,2,9
213,0,35,3,0,0,0,0,1,0,0,2,5,2,27
214,1,24,1,0,0,0,0,0,1,0,3,5,2,27
215,0,32,1,0,0,0,0,1,0,0,3,5,1,7
216,2,35,1,0,0,0,1,0,0,0,3,3,2,1
217,1,31,1,0,0,0,0,1,0,0,3,4,1,27
218,2,34,1,0,0,0,1,0,0,0,1,5,2,27
219,0,31,1,0,0,0,0,0,1,0,4,5,2,27
220,1,30,1,0,0,1,0,0,0,0,2,5,2,6
221,1,33,1,0,0,0,1,0,0,0,2,6,1,13
222,2,39,1,0,0,0,0,1,0,0,5,5,2,27
223,1,34,1,0,0,0,1,0,0,0,3,4,1,19
224,2,34,1,0,1,0,0,0,0,0,1,4,1,19
225,1,42,1,0,0,0,0,1,0,0,3,6,1,8
226,2,30,2,0,0,0,0,1,0,0,1,5,2,8
227,2,32,1,0,0,1,0,0,0,0,4,6,1,5
228,0,29,2,1,0,0,0,0,0,0,1,6,1,24
229,2,36,3,0,0,0,0,1,0,0,2,4,1,23
230,1,31,2,0,0,0,0,1,0,0,1,5,1,5
231,0,34,2,0,0,0,0,1,0,0,1,6,1,2
232,0,38,2,0,0,0,0,1,0,0,1,6,1,7
233,2,33,1,0,0,0,0,1,0,0,1,5,1,5
234,0,30,1,0,0,1,0,0,0,0,3,6,2,7
235,1,33,1,0,0,0,1,0,0,0,3,6,1,7
236,2,36,2,0,1,0,0,0,0,0,3,4,1,27
237,2,28,1,1,0,0,0,0,0,0,1,5,1,8
238,1,34,1,0,0,1,0,0,0,0,2,6,1,13
239,2,30,1,1,0,0,0,0,0,0,2,6,1,8
240,2,34,1,0,1,0,0,0,0,0,2,5,2,8
241,2,26,1,0,1,0,0,0,0,0,1,6,2,8
242,1,26,1,1,0,0,0,0,0,0,1,5,1,23
243,0,33,1,1,0,0,0,0,0,0,1,5,5,19
244,2,34,1,0,0,0,0,0,1,0,2,5,2,14
245,2,30,1,0,1,0,0,0,0,0,1,6,1,7
246,1,39,4,0,0,0,1,0,0,0,5,5,1,9
247,1,27,1,0,0,1,0,0,0,0,1,5,1,8
248,0,27,2,0,1,0,0,0,0,0,2,5,1,13
249,2,27,1,0,1,0,0,0,0,0,1,5,2,4
250,1,30,1,0,0,0,1,0,0,0,2,6,1,4
251,2,23,1,0,0,0,0,1,0,0,3,5,2,27
252,1,28,2,0,1,0,0,0,0,0,4,6,1,8
253,1,26,1,1,0,0,0,0,0,0,2,5,1,24
254,2,31,1,0,1,0,0,0,0,0,2,6,1,8
255,2,23,1,1,0,0,0,0,0,0,1,3,5,12
256,2,19,1,1,0,0,0,0,0,0,3,6,2,17
257,0,31,2,0,0,1,0,0,0,0,1,5,1,19
258,2,33,1,1,0,0,0,0,0,0,3,5,1,7
259,1,31,2,0,0,0,0,0,1,0,5,6,2,27
260,1,31,1,0,0,1,0,0,0,0,5,6,1,8
261,1,32,1,1,0,0,0,0,0,0,2,4,2,24
262,2,23,1,0,0,0,1,0,0,0,4,5,2,8
263,1,35,2,0,0,0,0,0,1,0,3,6,2,27
264,2,31,4,0,0,1,0,0,0,0,5,5,2,8
265,2,33,2,0,0,0,0,1,0,0,3,5,1,7
266,0,30,1,0,0,0,0,1,0,0,1,5,1,27
267,2,25,2,1,0,0,0,0,0,0,2,5,1,24
268,2,30,1,0,0,0,0,0,1,0,5,5,2,27
269,1,28,1,0,0,0,0,1,0,0,5,5,2,14
270,1,32,2,0,0,0,1,0,0,0,2,5,2,19
271,2,33,2,0,0,0,0,1,0,0,3,5,2,8
272,1,32,2,0,1,0,0,0,0,0,3,5,1,24
273,1,23,1,0,1,0,0,0,0,0,1,5,1,14
274,3,31,1,0,0,0,0,0,1,0,5,5,1,27
275,1,32,1,0,0,0,0,1,0,0,3,6,2,8
276,1,34,2,0,0,1,0,0,0,0,1,6,1,7
277,2,32,3,0,0,0,0,1,0,0,5,5,1,9
278,1,26,1,0,0,0,1,0,0,0,2,6,2,8
279,2,36,5,0,0,1,0,0,0,0,5,5,2,27
280,2,27,1,0,1,0,0,0,0,0,2,5,1,11
281,1,25,1,0,0,1,0,0,0,0,4,4,2,3
282,2,26,5,0,0,1,0,0,0,0,5,4,2,8
283,0,42,5,0,0,0,0,1,0,0,1,4,1,5
284,2,32,1,0,0,0,1,0,0,0,3,4,1,12
285,2,32,3,1,0,0,0,0,0,0,5,5,1,8
286,2,35,1,0,0,0,0,1,0,0,5,5,1,13
287,2,30,2,0,0,0,1,0,0,0,1,5,2,24
288,0,34,2,0,0,0,1,0,0,0,3,6,1,14
289,3,28,1,0,1,0,0,0,0,0,1,6,1,24
290,2,32,1,0,0,0,0,1,0,0,1,6,2,7
291,1,29,1,0,0,1,0,0,0,0,5,5,1,20
292,2,27,1,0,0,0,1,0,0,0,3,6,1,8
293,1,32,3,0,0,0,0,1,0,0,2,3,2,18
294,2,28,1,0,0,0,0,1,0,0,4,4,1,2
295,0,36,2,0,0,1,0,0,0,0,3,5,2,14
296,1,29,2,0,1,0,0,0,0,0,3,5,2,5
297,2,34,3,0,0,1,0,0,0,0,2,5,2,5
298,0,36,1,0,0,1,0,0,0,0,1,6,2,17
299,1,27,1,0,0,0,0,1,0,0,5,5,2,8
300,2,35,2,1,0,0,0,0,0,0,2,4,1,24
301,1,32,1,0,0,1,0,0,0,0,1,4,2,18
302,1,39,1,0,0,0,0,1,0,0,3,4,1,18
303,1,32,2,0,0,1,0,0,0,0,5,6,1,8
304,0,30,4,0,1,0,0,0,0,0,3,6,2,27
305,2,35,1,0,0,0,1,0,0,0,3,5,1,8
306,2,31,5,0,0,0,0,1,0,0,5,4,1,27
307,2,29,2,0,0,0,0,1,0,0,1,4,1,8
308,0,36,5,0,0,0,0,0,1,0,5,4,1,27
309,3,31,1,0,1,0,0,0,0,0,3,5,1,27
310,1,33,1,0,0,0,0,0,1,0,3,5,2,27
311,2,36,1,0,0,0,0,0,1,0,2,5,2,2
312,0,26,3,1,0,0,0,0,0,0,1,5,1,24
313,1,30,1,1,0,0,0,0,0,0,1,5,2,1
314,2,30,2,0,0,0,0,1,0,0,5,4,2,11
315,2,32,5,0,0,0,0,0,1,0,3,4,2,27
316,0,32,1,0,0,1,0,0,0,0,3,4,1,27
317,1,33,1,0,1,0,0,0,0,0,4,4,5,14
318,2,30,1,0,1,0,0,0,0,0,1,6,1,17
319,0,33,2,0,1,0,0,0,0,0,1,5,1,4
320,0,28,2,1,0,0,0,0,0,0,2,3,1,2
321,2,25,1,0,0,0,0,1,0,0,3,6,2,22
322,2,30,1,0,0,0,0,0,0,1,3,5,2,8
323,2,27,2,0,0,0,0,1,0,0,3,5,1,13
324,2,28,1,0,1,0,0,0,0,0,2,4,2,27
325,1,33,1,0,0,0,1,0,0,0,2,6,1,8
326,1,28,1,0,0,0,0,1,0,0,4,6,1,27
327,2,30,1,0,0,1,0,0,0,0,2,4,2,22
328,1,37,1,0,0,1,0,0,0,0,5,5,1,27
329,1,26,1,0,0,0,0,1,0,0,3,6,1,8
330,1,24,1,0,0,0,1,0,0,0,3,6,2,8
331,0,31,2,0,0,0,0,1,0,0,2,5,2,7
332,3,34,1,0,0,1,0,0,0,0,2,4,2,27
333,2,30,3,0,0,0,0,1,0,0,5,6,2,8
334,1,38,2,0,0,1,0,0,0,0,3,3,2,27
335,2,31,1,0,0,1,0,0,0,0,2,5,1,12
336,1,28,4,0,0,0,1,0,0,0,1,5,2,11
337,0,35,2,0,0,0,0,0,0,1,4,6,1,27
338,1,27,1,0,0,1,0,0,0,0,3,6,1,8
339,0,31,3,0,1,0,0,0,0,0,2,5,1,7
340,1,36,1,0,0,0,0,1,0,0,1,6,2,6
341,1,33,2,0,0,0,1,0,0,0,3,5,1,7
342,1,30,1,0,0,0,1,0,0,0,4,5,5,7
343,2,26,4,0,0,0,0,1,0,0,5,6,2,8
344,2,35,1,0,0,0,1,0,0,0,3,6,1,13
345,1,32,1,0,0,0,1,0,0,0,2,6,2,27
346,2,22,1,0,0,0,0,1,0,0,1,6,2,6
347,2,36,1,0,0,0,0,1,0,0,1,3,2,6
348,1,31,1,0,0,1,0,0,0,0,2,4,2,5
349,1,41,2,0,0,1,0,0,0,0,1,5,1,13
350,1,30,2,0,0,0,1,0,0,0,3,5,1,7
351,1,38,2,1,0,0,0,0,0,0,1,6,1,24
352,1,33,5,0,0,0,1,0,0,0,5,5,1,9
353,2,29,1,0,0,0,0,1,0,0,5,5,2,4
354,2,31,1,0,0,1,0,0,0,0,1,6,2,27
355,1,34,2,0,0,0,0,0,1,0,4,4,1,27
356,1,38,4,0,0,0,0,0,1,0,5,6,2,27
357,2,31,3,0,0,0,0,0,1,0,5,4,2,27
358,1,33,1,0,1,0,0,0,0,0,1,5,2,13
359,1,32,2,0,0,0,0,1,0,0,5,6,1,7
360,2,36,1,0,0,0,1,0,0,0,4,5,2,13
361,2,32,1,0,1,0,0,0,0,0,2,5,1,24
362,1,41,4,0,0,0,0,1,0,0,2,6,1,23
363,2,35,1,0,0,0,0,1,0,0,2,6,1,27
364,2,29,1,0,1,0,0,0,0,0,1,6,3,8
365,0,34,2,0,1,0,0,0,0,0,2,5,1,27
366,2,30,1,0,0,0,0,1,0,0,2,5,3,13
367,1,37,1,0,0,0,1,0,0,0,2,4,2,25
368,0,40,4,0,0,0,0,1,0,0,4,5,1,27
369,1,28,1,1,0,0,0,0,0,0,1,6,2,24
370,2,36,1,0,1,0,0,0,0,0,2,6,1,2
371,2,36,1,0,1,0,0,0,0,0,2,6,3,2
372,0,31,2,0,0,0,0,1,1,0,3,5,1,8
373,0,30,1,0,0,0,0,1,0,0,4,6,2,8
374,2,27,3,0,1,0,0,0,0,0,4,6,2,17
375,0,32,2,0,1,0,0,0,0,0,1,5,1,7
376,2,25,1,1,0,0,0,0,0,0,1,5,1,24
377,0,39,1,0,1,0,0,0,0,0,2,6,1,23
378,2,28,1,0,0,0,0,0,0,1,1,5,1,27
379,1,36,1,0,1,0,0,0,0,0,1,6,2,27
380,0,36,3,1,0,0,0,0,0,0,1,6,1,24
381,1,31,2,0,0,0,0,1,0,0,2,3,1,12
382,2,26,2,1,0,0,0,0,0,0,5,6,1,24
383,1,33,1,0,0,0,0,0,1,0,3,6,1,8
384,2,31,2,0,0,0,0,1,0,0,5,5,2,1
385,2,34,1,0,0,0,0,0,1,0,2,4,1,7
386,1,30,1,0,0,0,1,0,0,0,3,5,1,7
387,2,29,4,0,0,0,0,0,1,0,3,4,1,27
